taxon.scientificNameWithoutAuthorship
"Salvia benthamiana"
"Doryopteris quinquelobata"
"Salvia longibracteolata"
"Leandra freyreissii"
"Meriania glabra"
"Meriania excelsa"
"Chusquea wilkesii"
"Ouratea grandifolia"
"Ouratea campos-portoi"
"Ouratea stipulata"
"Ocotea abbreviata"
"Nidularium atalaiaense"
"Conchocarpus paniculatus"
"Hirtella barrosoi"
"Ditassa subumbellata"
"Prepusa hookeriana"
"Tibouchina discolor"
"Neoregelia roethii"
"Stigmaphyllon carautae"
"Annona ferruginea"
"Cleistes liliastrum"
"Ocotea schwackeana"
"Anthurium laucheanum"
"Duguetia pohliana"
"Tillandsia organensis"
"Tibouchina cristata"
"Miconia pseudoeichleri"
"Anathallis lichenophila"
"Anthurium bragae"
"Tillandsia roseiflora"
"Peperomia papillispica"
"Prepusa alata"
"Pradosia glaziovii"
"Roupala gracilis"
"Herpetacanthus parvispica"
"Neoregelia ilhana"
"Orthosia arenosa"
"Neoregelia gavionensis"
"Beilschmiedia stricta"
"Mikania paranahybensis"
"Abatia microphylla"
"Ophryosporus organensis"
"Mikania hastifolia"
"Miconia augusti"
"Cleistes miersii"
"Miconia laeta"
"Bronwenia peckoltii"
"Nidularium utriculosum"
"Nidularium viridipetalum"
"Dioscorea campanulata"
"Mollinedia acutissima"
"Dorstenia brevipetiolata"
"Neoregelia kuhlmannii"
"Pabstia placanthera"
"Stephanopodium sessile"
"Rhynchospora sampaioana"
"Mouriri arenicola"
"Symplocos neglecta"
"Beilschmiedia angustifolia"
"Piper crebrinodum"
"Ocotea sinaiana"
"Justicia nervata"
"Anthurium simonii"
"Ilex organensis"
"Vriesea fradensis"
"Struthanthus involucratus"
"Souroubea platyadenia"
"Licania glazioviana"
"Dorstenia fischeri"
"Wolffiella neotropica"
"Epidendrum goebelii"
"Miconia fluminensis"
"Neoregelia coriacea"
"Mikania casarettoi"
"Sauroglossum organense"
"Annona parviflora"
"Octomeria rodeiensis"
"Rodriguezia sucrei"
"Gomesa messmeriana"
"Miconia ovalifolia"
"Habenaria gnoma"
"Specklinia hymenantha"
"Campylocentrum organense"
"Stigmaphyllon affine"
"Trichogoniopsis podocarpa"
"Vriesea garlippiana"
"Piper morisonianum"
"Pelexia luetzelburgii"
"Maxillaria pterocarpa"
"Trigonidium turbinatum"
"Anthurium binotii"
"Tillandsia brachyphylla"
"Pleiochiton parvifolium"
"Epistephium portellianum"
"Sauroglossum odoratum"
"Hiraea restingae "
"Dendropanax heterophyllus"
"Mollinedia marliae"
"Behuria huberioides"
"Behuria cordifolia"
"Behuria glazioviana"
"Behuria organensis"
"Epidendrum harrisoniae"
"Asplenium cariocanum"
"Leandra altomacaensis"
"Leandra atroviridis"
"Leandra mollis"
"Leandra depauperata"
"Leandra chaetocalyx"
"Hyptis cymulosa"
"Manettia lutescens"
"Passiflora imbeana"
"Passiflora farneyi"
"Dichanthelium itatiaiae"
"Glaziophyton mirabile"
"Podostemum saldanhanum"
"Trisetum brasiliense"
"Lupinus dusenianus"
"Lupinus hasslerianus"
"Xyris organensis"
"Ouratea miersii"
"Tillandsia nuptialis"
"Vriesea altomacaensis"
"Struthanthus dorothyi"
"Hadrolaelia acuensis"
"Wilbrandia glaziovii"
"Hoffmannseggella alvaroana"
"Lankesterella pilosa"
"Couratari pyramidata"
"Solanum friburgense"
"Octomeria fimbriata"
"Tillandsia neglecta"
"Kielmeyera insignis"
"Philodendron alternans"
"Neoregelia indecora"
"Nidularium angustifolium"
"Hornschuchia alba"
"Neoregelia desenganensis"
"Octomeria aetheoantha"
"Mollinedia corcovadensis"
"Neomarica northiana"
"Miconia oblongifolia"
"Tetragastris breviacuminata"
"Tibouchina benthamiana"
"Justicia itatiaiensis"
"Rodriguezia leucantha"
"Tibouchina elegans"
"Aphelandra stephanophysa"
"Baccharis bifrons"
"Vriesea nubicola"
"Symplocos occulta"
"Pelexia longibracteata"
"Austroeupatorium petrophilum"
"Macropeplus friburgensis"
"Piper translucens"
"Prepusa connata"
"Brasilaelia fidelensis"
"Brasiliorchis moutinhoi"
"Asterostigma concinnum"
"Strychnos dantaensis"
"Polygala revoluta"
"Symplocos altissima"
"Rauhiella brasiliensis"
"Acalypha subsana"
"Struthanthus harlingianus"
"Grazielanthus arkeocarpus"
"Nidularium rosulatum"
"Phyllanthus rosmarinifolius"
"Piper trigonodrupum"
"Octomeria minuta"
"Pabstiella pantherina"
"Octomeria rodriguesii"
"Brasilidium dasytyle"
"Forsteronia linearis"
"Tibouchina schwackei"
"Ditassa fontellae"
"Orthosia umbrosa"
"Acianthera exdrasii"
"Dichorisandra fluminensis"
"Symplocos dasyphylla"
"Dichorisandra gaudichaudiana"
"Macropodina bradei"
"Anthurium validinervium"
"Vriesea gastiniana"
"Octomeria itatiaiae"
"Pabstiella tabacina"
"Aspidosperma compactinervium"
"Luxemburgia glazioviana"
"Couepia parvifolia"
"Dioscorea sphaeroidea"
"Miconia elaeodendron"
"Unonopsis riedeliana"
"Anathallis githaginea"
"Vriesea fidelensis"
"Hydrocotyle alpestris"
"Lessingianthus glaziovianus"
"Behuria corymbosa"
"Behuria magdalenensis"
"Bertolonia valenteana"
"Elaphoglossum mourae"
"Isoetes ulei"
"Leandra atrata"
"Dahlstedtia grandiflora"
"Doryopteris subsimplex"
"Dahlstedtia glaziovii"
"Leandra dentata"
"Leandra sphaerocarpa"
"Leandra organensis"
"Leandra markgrafii"
"Leandra schwackei"
"Dalbergia glaziovii"
"Inga arenicola"
"Meriania glazioviana"
"Ilex friburgensis"
"Luetzelburgia trialata"
"Meriania robusta"
"Ocotea leucophloea"
"Aphelandra bradeana"
"Marcgravia comosa"
"Capsicum friburgense"
"Neoregelia martinellii"
"Cybianthus gracillimus"
"Psittacanthus pluricotyledonarius"
"Aosa uleana"
"Philodendron millerianum"
"Tibouchina pallida"
"Miconia glazioviana"
"Gurania cogniauxiana"
"Heteropterys ternstroemiifolia"
"Bonamia umbellata"
"Pleiochiton longipetiolatum"
"Justicia meyeniana"
"Neoregelia fosteriana"
"Mikania vauthieriana"
"Campylocentrum calostachyum"
"Piper giordanoi"
"Acalypha peckoltii"
"Neoregelia lactea"
"Stylogyne leptantha"
"Vriesea fontourae"
"Baccharis friburgensis"
"Miconia ovata"
"Heteropterys occhionii"
"Staurogyne brachiata"
"Dichorisandra nana"
"Actinostemon mandiocanus"
"Miconia klotzschii"
"Vriesea croceana"
"Pabstiella dracula"
"Terminalia acuminata"
"Philodendron fragile"
"Octomeria cariocana"
"Anathallis rubrolimbata"
"Vanilla dungsii"
"Epidendrum ammophilum"
"Banisteriopsis magdalenensis"
"Nidularium fulgens"
"Calea wedelioides"
"Piper halesiifolium"
"Callisthene dryadum"
"Trilepis tenuis"
"Critoniopsis magdalenae"
"Phymatidium limae"
"Acalypha radicans"
"Coppensia edmundoi"
"Eryngium fluminense"
"Mollinedia longicuspidata"
"Kielmeyera aureovinosa"
"Baccharis pseudovaccinioides"
"Tillandsia reclinata"
"Anathallis pubipetala"
"Rauhiella seehaweri"
"Pleurothallis jacarepaguaensis"
"Neoregelia bragarum"
"Neoregelia sapiatibensis"
"Tibouchina hirsutissima"
"Vriesea botafogensis"
"Mezilaurus navalium"
"Tibouchina cordifolia"
"Brasiliorchis heismanniana"
"Tillandsia thiekenii"
"Habenaria gnoma"
"Bulbophyllum macroceras"
"Kielmeyera excelsa"
"Neoregelia watersiana"
"Piper emygdioi"
"Peperomia riedeliana"
"Cyclopogon proboscideus"
"Trigynaea axilliflora"
"Janusia diminuta"
"Ocotea sulcata"
"Baccharis alpestris"
"Kielmeyera gracilis"
"Phyllanthus mocotensis"
"Catasetum globiflorum"
"Acianthera pavimentata"
"Cyclopogon gardneri"
"Lankesterella spannageliana"
"Ilex cognata"
"Mikania pteropoda"
"Octomeria pumila"
"Anathallis flammea"
"Ilex glazioviana"
"Marsdenia glaziovii"
"Behuria edmundoi"
"Behuria limae"
"Bertolonia grazielae"
"Baptistonia pulchella"
"Asplenium cariocanum"
"Ctenitis flexuosa"
"Isoetes goebelii"
"Bauhinia albicans"
"Pecluma imbeana"
"Moranopteris xbradei"
"Leandra alpestris"
"Anthurium cronembergerae"
"Scutellaria tubiflora"
"Leandra rubida"
"Leandra magdalenensis"
"Leandra laxa"
"Leandra saldanhaei"
"Paepalanthus ovatus"
"Picramnia grandifolia"
"Chusquea tenuis"
"Inga enterolobioides"
"Renvoizea teretifolia"
"Octomeria cochlearis"
